Method,RMSE
constant,0.52661664839622
MLP,0.1949496567249298
ResNet,0.206502765417099
FTTrans,0.17579515278339386
boosted_trees,0.1671585587221894
rf,0.186209124560875
linear_regression,0.2580888435501992
engression,0.1735381484031677
GAM,
GP,
