Method,CRPS
constant,0.4719397579230491
MLP,0.4188337951722642
ResNet,0.4610392303204618
FTTrans,0.40948244342690554
distributional_boosted_trees,0.29228838830224313
drf,0.3226663447281065
boosted_trees,0.3244254224756595
rf,0.34257047225442344
linear_regression,0.6969035783834391
engression,0.43854837586666523
GAM,0.4471093466050101
