Method,CRPS
constant,172.69318513441448
MLP,24.585432270662526
ResNet,16.220386784360823
FTTrans,18.21135060115489
distributional_boosted_trees,30.433827837708094
drf,26.715326859454372
boosted_trees,31.395313250889444
rf,31.698273027842777
linear_regression,37.720413573898504
engression,14.432305967683455
GAM,26.84684158262518
