Method,Accuracy
Constant,0.3529190207156308
MLP,0.768361581920904
ResNet,0.5811676082862524
FTTrans,0.7789077212806026
boosted_trees,0.7830508474576271
rf,0.7807909604519774
logistic_regression,0.7465160075329567
engression,0.7736346516007533
GAM,0.7747645951035782
GP,
