Method,RMSE
constant,1.0170776938872863
MLP,0.4674217998981476
ResNet,0.7481101155281067
FTTrans,0.2871441543102264
boosted_trees,0.3328401857034803
rf,0.3306192605566457
linear_regression,1.0433059851489797
engression,0.2239643633365631
GAM,0.1685009869411679
GP,0.30347333675050314
