Method,RMSE
constant,3.143309346181612
MLP,3.136911153793335
ResNet,3.1401913166046143
FTTrans,3.13685941696167
boosted_trees,3.102125155372194
rf,3.084715618521076
linear_regression,3.1219699594643746
engression,3.201233148574829
GAM,3.1004905030164243
GP,3.119081189278938
