Method,RMSE
constant,0.9549441023886066
MLP,0.95779287815094
ResNet,0.910160481929779
FTTrans,0.7478719353675842
boosted_trees,0.761532189841139
rf,0.7678503306590062
linear_regression,0.7905096861030425
engression,0.8064478039741516
GAM,0.7828090773783236
GP,0.9904170664012966
