Method,RMSE
constant,35.37470946091918
MLP,1.7057292461395264
ResNet,18.02643775939941
FTTrans,1.5382386445999146
boosted_trees,5.356574737528379
rf,6.027620576735082
linear_regression,45.95058681510951
engression,1.4807850122451782
GAM,36.15218092011889
GP,7.425431114564149
