Method,CRPS
constant,0.4054630186647591
MLP,0.28274012749375843
ResNet,0.27244201283351716
FTTrans,0.23517396256341352
distributional_boosted_trees,0.1753301875580585
drf,0.17859095878030196
boosted_trees,0.17689365849600003
rf,0.1767430410292623
linear_regression,0.30124090190929076
engression,0.24202424537385872
GAM,0.2260397851322604
