Method,RMSE
constant,15.609107558463544
MLP,11.332592010498047
ResNet,13.981146812438965
FTTrans,
boosted_trees,8.329784131211415
rf,8.728537074506344
linear_regression,97655.43679992585
engression,9.098433494567871
GAM,
GP,
