Method,RMSE
constant,3.081695309129849
MLP,2.9995691776275635
ResNet,3.1140716075897217
FTTrans,2.992976427078247
boosted_trees,2.9675028180520417
rf,2.9593454554545247
linear_regression,3.001746711272048
engression,3.0170228481292725
GAM,2.9690395198988617
GP,
