Method,RMSE
constant,0.8355334043594075
MLP,0.6018261313438416
ResNet,0.6399402618408203
FTTrans,
boosted_trees,0.5731090513994183
rf,0.593683686948178
linear_regression,4.156641463592337
engression,0.6534703373908997
GAM,
GP,
