Method,RMSE
constant,2.0378649478563773
MLP,2.037390947341919
ResNet,2.0272130966186523
FTTrans,2.027848482131958
boosted_trees,2.012532549549796
rf,2.023897160267579
linear_regression,2.0658404096721776
engression,2.10443377494812
GAM,2.043849237595696
GP,
