Method,RMSE
constant,0.5590776840175815
MLP,0.2085728049278259
ResNet,0.3101278245449066
FTTrans,0.1916917264461517
boosted_trees,0.1891276279509176
rf,0.205102878771884
linear_regression,0.2669929253894654
engression,0.190377727150917
GAM,0.21434639569277514
GP,
