Method,RMSE
constant,0.6189237047656114
MLP,0.4513925313949585
ResNet,0.52344810962677
FTTrans,0.4752905964851379
boosted_trees,0.4849593350872281
rf,0.4830121354542881
linear_regression,0.6063662092839797
engression,1.2991039752960205
GAM,0.5099969228196893
GP,
