Method,RMSE
constant,0.7108772382014534
MLP,0.66269850730896
ResNet,0.657899796962738
FTTrans,0.6661520004272461
boosted_trees,0.5292229240774601
rf,0.5155970826709998
linear_regression,0.6937859222570348
engression,0.603961169719696
GAM,0.5877184970913274
GP,0.6106134790046639
