Method,RMSE
constant,1.097775381808808
MLP,0.9995697140693665
ResNet,1.037559986114502
FTTrans,1.0284531116485596
boosted_trees,0.8932174288779645
rf,0.9074562823092648
linear_regression,1.4733800222567102
engression,0.997946560382843
GAM,1.0857676091638442
