Method,RMSE
constant,0.8125252602473688
MLP,0.2697625160217285
ResNet,0.6645069122314453
FTTrans,0.3192572295665741
boosted_trees,0.2850380913317101
rf,0.329348751116081
linear_regression,0.3196235440137006
engression,0.2629065811634063
GAM,0.2444608255186741
GP,0.22837343987318243
