Method,RMSE
constant,0.9237668361322442
MLP,0.7132226228713989
ResNet,1.2477840185165403
FTTrans,0.5638461709022522
boosted_trees,0.5471157148588129
rf,0.6003910860498199
linear_regression,0.9840273376249408
engression,0.5613260269165039
GAM,0.5726635645246246
GP,0.7087523099909172
