Method,Log Loss
constant,0.7000834731252241
MLP,0.5607653999326692
ResNet,0.7160217818455594
FTTrans,0.5450664727830775
boosted_trees,0.5386774790055394
rf,0.5362895762818508
logistic_regression,0.590550238116249
engression,0.5600310120134405
GAM,0.5392219737679973
GP,0.5322523751558308
