Method,Log Loss
constant,0.6931945139577231
MLP,0.5141727315560869
ResNet,0.4917651021341144
FTTrans,0.5004653077089171
boosted_trees,0.4726475636607106
rf,0.48277278401661
logistic_regression,0.5489234169067438
engression,0.5270093491380564
GAM,
GP,
