Method,Log Loss
constant,0.7367877281429477
MLP,0.0467678942288679
ResNet,0.6281243392975512
FTTrans,0.0230800120149565
boosted_trees,0.0782438528003359
rf,0.0613815198204635
logistic_regression,0.4079555668516645
engression,0.0337522082167998
GAM,
GP,0.16974334640135655
