Method,Accuracy
Constant,0.41415868673050615
MLP,0.7185362517099864
ResNet,0.6477428180574556
FTTrans,0.7212722298221614
boosted_trees,0.8101915184678523
rf,0.7900136798905609
logistic_regression,0.7065663474692202
engression,0.7014363885088919
GAM,
GP,
