Method,Accuracy
Constant,0.3383763837638376
MLP,0.7726937269372693
ResNet,0.3638376383763838
FTTrans,0.7682656826568266
boosted_trees,0.7789667896678967
rf,0.7741697416974169
logistic_regression,0.7535055350553506
engression,0.7177121771217713
GAM,0.7527675276752768
GP,
