Method,Log Loss
constant,0.7186128332822195
MLP,0.5531282011596118
ResNet,0.6628553699509749
FTTrans,0.49556257313535335
boosted_trees,0.41916572436386346
rf,0.42061359605200854
logistic_regression,0.698200929264398
engression,1.115770504207065
GAM,0.7059126059608124
