Method,Log Loss
constant,0.6938414564236273
MLP,0.6059030709367518
ResNet,0.6183473642572472
FTTrans,0.6062711904878006
boosted_trees,0.5966488043454709
rf,0.5999437977756075
logistic_regression,0.634720222472001
engression,0.6651254924276077
GAM,
GP,
