Method,Log Loss
constant,0.7109611185286592
MLP,0.597747450108792
ResNet,0.6838382670709575
FTTrans,0.5889204438491127
boosted_trees,0.5981832942814794
rf,0.5957719613028335
logistic_regression,0.6084110223876921
engression,0.5960416574268161
GAM,0.5898937678101409
GP,
